"fusion id","record id","rl confidence score","rl cluster type","dataset name"
"fs-42","rec-4348-org","0.9999861121177673","link","febrl4a"
"fs-42","rec-4348-dup-0","0.9999861121177673","link","febrl4b"
"fs-43","rec-4294-org","0.9999861121177673","link","febrl4a"
"fs-43","rec-4294-dup-0","0.9999861121177673","link","febrl4b"
"fs-44","rec-3270-org","0.9999861121177673","link","febrl4a"
"fs-44","rec-3270-dup-0","0.9999861121177673","link","febrl4b"
"fs-45","rec-3205-org","0.9999861121177673","link","febrl4a"
"fs-45","rec-3205-dup-0","0.9999861121177673","link","febrl4b"
"fs-46","rec-2657-org","0.9999861121177673","link","febrl4a"
"fs-46","rec-2657-dup-0","0.9999861121177673","link","febrl4b"
"fs-47","rec-2572-org","0.9999861121177673","link","febrl4a"
"fs-47","rec-2572-dup-0","0.9999861121177673","link","febrl4b"
"fs-48","rec-2491-org","0.9999861121177673","link","febrl4a"
"fs-48","rec-2491-dup-0","0.9999861121177673","link","febrl4b"
"fs-49","rec-1967-org","0.9999861121177673","link","febrl4a"
"fs-49","rec-1967-dup-0","0.9999861121177673","link","febrl4b"
"fs-50","rec-1086-org","0.9999861121177673","link","febrl4a"
"fs-50","rec-1086-dup-0","0.9999861121177673","link","febrl4b"
"fs-51","rec-678-org","0.9999859929084778","link","febrl4a"
"fs-51","rec-678-dup-0","0.9999859929084778","link","febrl4b"
"fs-52","rec-4391-org","0.9999859929084778","link","febrl4a"
"fs-52","rec-4391-dup-0","0.9999859929084778","link","febrl4b"
"fs-53","rec-3237-org","0.9999859929084778","link","febrl4a"
"fs-53","rec-3237-dup-0","0.9999859929084778","link","febrl4b"
"fs-54","rec-4500-org","0.9999858736991882","link","febrl4a"
"fs-54","rec-4500-dup-0","0.9999858736991882","link","febrl4b"
"fs-55","rec-3380-org","0.9999858736991882","link","febrl4a"
"fs-55","rec-3380-dup-0","0.9999858736991882","link","febrl4b"
"fs-56","rec-2827-org","0.9999858736991882","link","febrl4a"
"fs-56","rec-2827-dup-0","0.9999858736991882","link","febrl4b"
"fs-57","rec-2440-org","0.9999858736991882","link","febrl4a"
"fs-57","rec-2440-dup-0","0.9999858736991882","link","febrl4b"
"fs-58","rec-2368-org","0.9999858736991882","link","febrl4a"
"fs-58","rec-2368-dup-0","0.9999858736991882","link","febrl4b"
"fs-59","rec-2003-org","0.9999858736991882","link","febrl4a"
"fs-59","rec-2003-dup-0","0.9999858736991882","link","febrl4b"
"fs-60","rec-1907-org","0.9999858736991882","link","febrl4a"
"fs-60","rec-1907-dup-0","0.9999858736991882","link","febrl4b"
"fs-61","rec-1647-org","0.9999858736991882","link","febrl4a"
"fs-61","rec-1647-dup-0","0.9999858736991882","link","febrl4b"
"fs-62","rec-4000-org","0.9999856948852539","link","febrl4a"
"fs-62","rec-4000-dup-0","0.9999856948852539","link","febrl4b"
"fs-63","rec-254-org","0.9999856948852539","link","febrl4a"
"fs-63","rec-254-dup-0","0.9999856948852539","link","febrl4b"
"fs-64","rec-3365-org","0.99998539686203","link","febrl4a"
"fs-64","rec-3365-dup-0","0.99998539686203","link","febrl4b"
"fs-65","rec-40-org","0.9999852776527405","link","febrl4a"
"fs-65","rec-40-dup-0","0.9999852776527405","link","febrl4b"
"fs-66","rec-4092-org","0.9999852180480957","link","febrl4a"
"fs-66","rec-4092-dup-0","0.9999852180480957","link","febrl4b"
"fs-67","rec-3496-org","0.9999851584434509","link","febrl4a"
"fs-67","rec-3496-dup-0","0.9999851584434509","link","febrl4b"
"fs-68","rec-393-org","0.999984860420227","link","febrl4a"
"fs-68","rec-393-dup-0","0.999984860420227","link","febrl4b"
"fs-69","rec-2809-org","0.999984860420227","link","febrl4a"
"fs-69","rec-2809-dup-0","0.999984860420227","link","febrl4b"
"fs-70","rec-2388-org","0.999984860420227","link","febrl4a"
"fs-70","rec-2388-dup-0","0.999984860420227","link","febrl4b"
"fs-71","rec-1998-org","0.9999848008155823","link","febrl4a"
"fs-71","rec-1998-dup-0","0.9999848008155823","link","febrl4b"
"fs-72","rec-4667-org","0.9999847412109375","link","febrl4a"
"fs-72","rec-4667-dup-0","0.9999847412109375","link","febrl4b"
"fs-73","rec-718-org","0.999984622001648","link","febrl4a"
"fs-73","rec-718-dup-0","0.999984622001648","link","febrl4b"
"fs-74","rec-2718-org","0.999984622001648","link","febrl4a"
"fs-74","rec-2718-dup-0","0.999984622001648","link","febrl4b"
"fs-75","rec-2709-org","0.999984622001648","link","febrl4a"
"fs-75","rec-2709-dup-0","0.999984622001648","link","febrl4b"
"fs-76","rec-3790-org","0.9999845027923584","link","febrl4a"
"fs-76","rec-3790-dup-0","0.9999845027923584","link","febrl4b"
"fs-77","rec-2807-org","0.9999845027923584","link","febrl4a"
"fs-77","rec-2807-dup-0","0.9999845027923584","link","febrl4b"
"fs-78","rec-2785-org","0.9999845027923584","link","febrl4a"
"fs-78","rec-2785-dup-0","0.9999845027923584","link","febrl4b"
"fs-79","rec-4579-org","0.9999844431877136","link","febrl4a"
"fs-79","rec-4579-dup-0","0.9999844431877136","link","febrl4b"
"fs-80","rec-3640-org","0.9999844431877136","link","febrl4a"
"fs-80","rec-3640-dup-0","0.9999844431877136","link","febrl4b"
"fs-81","rec-4087-org","0.9999843835830688","link","febrl4a"
"fs-81","rec-4087-dup-0","0.9999843835830688","link","febrl4b"
"fs-82","rec-2318-org","0.9999843239784241","link","febrl4a"
"fs-82","rec-2318-dup-0","0.9999843239784241","link","febrl4b"
"fs-83","rec-1579-org","0.9999843239784241","link","febrl4a"
"fs-83","rec-1579-dup-0","0.9999843239784241","link","febrl4b"
"fs-84","rec-4430-org","0.9999842643737793","link","febrl4a"
"fs-84","rec-4430-dup-0","0.9999842643737793","link","febrl4b"
"fs-85","rec-747-org","0.9999842047691345","link","febrl4a"
"fs-85","rec-747-dup-0","0.9999842047691345","link","febrl4b"
"fs-86","rec-3431-org","0.9999842047691345","link","febrl4a"
"fs-86","rec-3431-dup-0","0.9999842047691345","link","febrl4b"
"fs-87","rec-1804-org","0.9999842047691345","link","febrl4a"
"fs-87","rec-1804-dup-0","0.9999842047691345","link","febrl4b"
"fs-88","rec-345-org","0.9999841451644897","link","febrl4a"
"fs-88","rec-345-dup-0","0.9999841451644897","link","febrl4b"
"fs-89","rec-242-org","0.9999841451644897","link","febrl4a"
"fs-89","rec-242-dup-0","0.9999841451644897","link","febrl4b"
"fs-90","rec-2297-org","0.9999841451644897","link","febrl4a"
"fs-90","rec-2297-dup-0","0.9999841451644897","link","febrl4b"
"fs-91","rec-934-org","0.999984085559845","link","febrl4a"
"fs-91","rec-934-dup-0","0.999984085559845","link","febrl4b"
"fs-92","rec-2448-org","0.999984085559845","link","febrl4a"
"fs-92","rec-2448-dup-0","0.999984085559845","link","febrl4b"
"fs-93","rec-4450-org","0.9999840259552002","link","febrl4a"
"fs-93","rec-4450-dup-0","0.9999840259552002","link","febrl4b"
"fs-94","rec-4403-org","0.9999840259552002","link","febrl4a"
"fs-94","rec-4403-dup-0","0.9999840259552002","link","febrl4b"
"fs-95","rec-1288-org","0.9999840259552002","link","febrl4a"
"fs-95","rec-1288-dup-0","0.9999840259552002","link","febrl4b"
"fs-96","rec-854-org","0.9999839067459106","link","febrl4a"
"fs-96","rec-854-dup-0","0.9999839067459106","link","febrl4b"
"fs-97","rec-41-org","0.9999839067459106","link","febrl4a"
"fs-97","rec-41-dup-0","0.9999839067459106","link","febrl4b"
"fs-98","rec-3417-org","0.9999839067459106","link","febrl4a"
"fs-98","rec-3417-dup-0","0.9999839067459106","link","febrl4b"
"fs-99","rec-2260-org","0.9999839067459106","link","febrl4a"
"fs-99","rec-2260-dup-0","0.9999839067459106","link","febrl4b"
"fs-100","rec-1828-org","0.9999839067459106","link","febrl4a"
"fs-100","rec-1828-dup-0","0.9999839067459106","link","febrl4b"
"fs-101","rec-114-org","0.9999839067459106","link","febrl4a"
"fs-101","rec-114-dup-0","0.9999839067459106","link","febrl4b"
"fs-102","rec-834-org","0.9999838471412659","link","febrl4a"
"fs-102","rec-834-dup-0","0.9999838471412659","link","febrl4b"
"fs-103","rec-3889-org","0.9999838471412659","link","febrl4a"
"fs-103","rec-3889-dup-0","0.9999838471412659","link","febrl4b"
"fs-104","rec-2527-org","0.9999838471412659","link","febrl4a"
"fs-104","rec-2527-dup-0","0.9999838471412659","link","febrl4b"
"fs-105","rec-289-org","0.9999837875366211","link","febrl4a"
"fs-105","rec-289-dup-0","0.9999837875366211","link","febrl4b"
"fs-106","rec-2776-org","0.9999837875366211","link","febrl4a"
"fs-106","rec-2776-dup-0","0.9999837875366211","link","febrl4b"
"fs-107","rec-2442-org","0.9999837875366211","link","febrl4a"
"fs-107","rec-2442-dup-0","0.9999837875366211","link","febrl4b"
"fs-108","rec-2201-org","0.9999837875366211","link","febrl4a"
"fs-108","rec-2201-dup-0","0.9999837875366211","link","febrl4b"
"fs-109","rec-1989-org","0.9999837875366211","link","febrl4a"
"fs-109","rec-1989-dup-0","0.9999837875366211","link","febrl4b"
"fs-110","rec-3936-org","0.9999837279319763","link","febrl4a"
"fs-110","rec-3936-dup-0","0.9999837279319763","link","febrl4b"
"fs-111","rec-35-org","0.9999837279319763","link","febrl4a"
"fs-111","rec-35-dup-0","0.9999837279319763","link","febrl4b"
"fs-112","rec-2825-org","0.9999837279319763","link","febrl4a"
"fs-112","rec-2825-dup-0","0.9999837279319763","link","febrl4b"
"fs-113","rec-2176-org","0.9999837279319763","link","febrl4a"
"fs-113","rec-2176-dup-0","0.9999837279319763","link","febrl4b"
"fs-114","rec-2135-org","0.9999837279319763","link","febrl4a"
"fs-114","rec-2135-dup-0","0.9999837279319763","link","febrl4b"
"fs-115","rec-1746-org","0.9999837279319763","link","febrl4a"
"fs-115","rec-1746-dup-0","0.9999837279319763","link","febrl4b"
"fs-116","rec-735-org","0.9999836683273315","link","febrl4a"
"fs-116","rec-735-dup-0","0.9999836683273315","link","febrl4b"
"fs-117","rec-4953-org","0.9999836683273315","link","febrl4a"
"fs-117","rec-4953-dup-0","0.9999836683273315","link","febrl4b"
"fs-118","rec-4417-org","0.9999836683273315","link","febrl4a"
"fs-118","rec-4417-dup-0","0.9999836683273315","link","febrl4b"
"fs-119","rec-3814-org","0.9999836683273315","link","febrl4a"
"fs-119","rec-3814-dup-0","0.9999836683273315","link","febrl4b"
"fs-120","rec-3325-org","0.9999836683273315","link","febrl4a"
"fs-120","rec-3325-dup-0","0.9999836683273315","link","febrl4b"
"fs-121","rec-2358-org","0.9999836683273315","link","febrl4a"
"fs-121","rec-2358-dup-0","0.9999836683273315","link","febrl4b"
"fs-122","rec-1526-org","0.9999836683273315","link","febrl4a"
"fs-122","rec-1526-dup-0","0.9999836683273315","link","febrl4b"
"fs-123","rec-961-org","0.9999836087226868","link","febrl4a"
"fs-123","rec-961-dup-0","0.9999836087226868","link","febrl4b"
"fs-124","rec-846-org","0.9999836087226868","link","febrl4a"
"fs-124","rec-846-dup-0","0.9999836087226868","link","febrl4b"
"fs-125","rec-787-org","0.9999836087226868","link","febrl4a"
"fs-125","rec-787-dup-0","0.9999836087226868","link","febrl4b"
"fs-126","rec-4882-org","0.9999836087226868","link","febrl4a"
"fs-126","rec-4882-dup-0","0.9999836087226868","link","febrl4b"
"fs-127","rec-4602-org","0.9999836087226868","link","febrl4a"
"fs-127","rec-4602-dup-0","0.9999836087226868","link","febrl4b"
"fs-128","rec-3277-org","0.9999836087226868","link","febrl4a"
"fs-128","rec-3277-dup-0","0.9999836087226868","link","febrl4b"
"fs-129","rec-3228-org","0.9999836087226868","link","febrl4a"
"fs-129","rec-3228-dup-0","0.9999836087226868","link","febrl4b"
"fs-130","rec-2996-org","0.9999836087226868","link","febrl4a"
"fs-130","rec-2996-dup-0","0.9999836087226868","link","febrl4b"
"fs-131","rec-2821-org","0.9999836087226868","link","febrl4a"
"fs-131","rec-2821-dup-0","0.9999836087226868","link","febrl4b"
"fs-132","rec-2194-org","0.9999836087226868","link","febrl4a"
"fs-132","rec-2194-dup-0","0.9999836087226868","link","febrl4b"
"fs-133","rec-1848-org","0.9999836087226868","link","febrl4a"
"fs-133","rec-1848-dup-0","0.9999836087226868","link","febrl4b"
"fs-134","rec-1689-org","0.9999836087226868","link","febrl4a"
"fs-134","rec-1689-dup-0","0.9999836087226868","link","febrl4b"
"fs-135","rec-3727-org","0.9999834895133972","link","febrl4a"
"fs-135","rec-3727-dup-0","0.9999834895133972","link","febrl4b"
"fs-136","rec-3624-org","0.9999834895133972","link","febrl4a"
"fs-136","rec-3624-dup-0","0.9999834895133972","link","febrl4b"
"fs-137","rec-303-org","0.9999834895133972","link","febrl4a"
"fs-137","rec-303-dup-0","0.9999834895133972","link","febrl4b"
"fs-138","rec-2093-org","0.9999834895133972","link","febrl4a"
"fs-138","rec-2093-dup-0","0.9999834895133972","link","febrl4b"
"fs-139","rec-545-org","0.9999834299087524","link","febrl4a"
"fs-139","rec-545-dup-0","0.9999834299087524","link","febrl4b"
"fs-140","rec-533-org","0.9999834299087524","link","febrl4a"
"fs-140","rec-533-dup-0","0.9999834299087524","link","febrl4b"
"fs-141","rec-4398-org","0.9999834299087524","link","febrl4a"
"fs-141","rec-4398-dup-0","0.9999834299087524","link","febrl4b"
"fs-142","rec-3233-org","0.9999834299087524","link","febrl4a"
"fs-142","rec-3233-dup-0","0.9999834299087524","link","febrl4b"
"fs-143","rec-3079-org","0.9999834299087524","link","febrl4a"
"fs-143","rec-3079-dup-0","0.9999834299087524","link","febrl4b"
"fs-144","rec-238-org","0.9999834299087524","link","febrl4a"
"fs-144","rec-238-dup-0","0.9999834299087524","link","febrl4b"
"fs-145","rec-2145-org","0.9999834299087524","link","febrl4a"
"fs-145","rec-2145-dup-0","0.9999834299087524","link","febrl4b"
"fs-146","rec-2056-org","0.9999834299087524","link","febrl4a"
"fs-146","rec-2056-dup-0","0.9999834299087524","link","febrl4b"
"fs-147","rec-1082-org","0.9999834299087524","link","febrl4a"
"fs-147","rec-1082-dup-0","0.9999834299087524","link","febrl4b"
"fs-148","rec-3559-org","0.9999833703041077","link","febrl4a"
"fs-148","rec-3559-dup-0","0.9999833703041077","link","febrl4b"
"fs-149","rec-3306-org","0.9999833703041077","link","febrl4a"
"fs-149","rec-3306-dup-0","0.9999833703041077","link","febrl4b"
"fs-150","rec-3038-org","0.9999833703041077","link","febrl4a"
"fs-150","rec-3038-dup-0","0.9999833703041077","link","febrl4b"
"fs-151","rec-1697-org","0.9999833703041077","link","febrl4a"
"fs-151","rec-1697-dup-0","0.9999833703041077","link","febrl4b"
"fs-152","rec-697-org","0.9999833106994629","link","febrl4a"
"fs-152","rec-697-dup-0","0.9999833106994629","link","febrl4b"
"fs-153","rec-3995-org","0.9999833106994629","link","febrl4a"
"fs-153","rec-3995-dup-0","0.9999833106994629","link","febrl4b"
"fs-154","rec-2662-org","0.9999833106994629","link","febrl4a"
"fs-154","rec-2662-dup-0","0.9999833106994629","link","febrl4b"
"fs-155","rec-2426-org","0.9999833106994629","link","febrl4a"
"fs-155","rec-2426-dup-0","0.9999833106994629","link","febrl4b"
"fs-156","rec-1861-org","0.9999833106994629","link","febrl4a"
"fs-156","rec-1861-dup-0","0.9999833106994629","link","febrl4b"
"fs-157","rec-1684-org","0.9999833106994629","link","febrl4a"
"fs-157","rec-1684-dup-0","0.9999833106994629","link","febrl4b"
"fs-158","rec-1436-org","0.9999833106994629","link","febrl4a"
"fs-158","rec-1436-dup-0","0.9999833106994629","link","febrl4b"
"fs-159","rec-566-org","0.9999832510948181","link","febrl4a"
"fs-159","rec-566-dup-0","0.9999832510948181","link","febrl4b"
"fs-160","rec-3822-org","0.9999832510948181","link","febrl4a"
"fs-160","rec-3822-dup-0","0.9999832510948181","link","febrl4b"
"fs-161","rec-3214-org","0.9999832510948181","link","febrl4a"
"fs-161","rec-3214-dup-0","0.9999832510948181","link","febrl4b"
"fs-162","rec-2812-org","0.9999832510948181","link","febrl4a"
"fs-162","rec-2812-dup-0","0.9999832510948181","link","febrl4b"
"fs-163","rec-2721-org","0.9999832510948181","link","febrl4a"
"fs-163","rec-2721-dup-0","0.9999832510948181","link","febrl4b"
"fs-164","rec-2346-org","0.9999832510948181","link","febrl4a"
"fs-164","rec-2346-dup-0","0.9999832510948181","link","febrl4b"
"fs-165","rec-1342-org","0.9999832510948181","link","febrl4a"
"fs-165","rec-1342-dup-0","0.9999832510948181","link","febrl4b"
"fs-166","rec-953-org","0.9999831914901733","link","febrl4a"
"fs-166","rec-953-dup-0","0.9999831914901733","link","febrl4b"
"fs-167","rec-565-org","0.9999831914901733","link","febrl4a"
"fs-167","rec-565-dup-0","0.9999831914901733","link","febrl4b"
"fs-168","rec-4220-org","0.9999831914901733","link","febrl4a"
"fs-168","rec-4220-dup-0","0.9999831914901733","link","febrl4b"
"fs-169","rec-3497-org","0.9999831914901733","link","febrl4a"
"fs-169","rec-3497-dup-0","0.9999831914901733","link","febrl4b"
"fs-170","rec-3252-org","0.9999831914901733","link","febrl4a"
"fs-170","rec-3252-dup-0","0.9999831914901733","link","febrl4b"
"fs-171","rec-3075-org","0.9999831914901733","link","febrl4a"
"fs-171","rec-3075-dup-0","0.9999831914901733","link","febrl4b"
"fs-172","rec-222-org","0.9999831914901733","link","febrl4a"
"fs-172","rec-222-dup-0","0.9999831914901733","link","febrl4b"
"fs-173","rec-2005-org","0.9999831914901733","link","febrl4a"
"fs-173","rec-2005-dup-0","0.9999831914901733","link","febrl4b"
"fs-174","rec-1605-org","0.9999831914901733","link","febrl4a"
"fs-174","rec-1605-dup-0","0.9999831914901733","link","febrl4b"
"fs-175","rec-1093-org","0.9999831914901733","link","febrl4a"
"fs-175","rec-1093-dup-0","0.9999831914901733","link","febrl4b"
"fs-176","rec-4624-org","0.9999831318855286","link","febrl4a"
"fs-176","rec-4624-dup-0","0.9999831318855286","link","febrl4b"
"fs-177","rec-3081-org","0.9999831318855286","link","febrl4a"
"fs-177","rec-3081-dup-0","0.9999831318855286","link","febrl4b"
"fs-178","rec-219-org","0.9999831318855286","link","febrl4a"
"fs-178","rec-219-dup-0","0.9999831318855286","link","febrl4b"
"fs-179","rec-2164-org","0.9999831318855286","link","febrl4a"
"fs-179","rec-2164-dup-0","0.9999831318855286","link","febrl4b"
"fs-180","rec-3604-org","0.9999830722808838","link","febrl4a"
"fs-180","rec-3604-dup-0","0.9999830722808838","link","febrl4b"
"fs-181","rec-328-org","0.9999830722808838","link","febrl4a"
"fs-181","rec-328-dup-0","0.9999830722808838","link","febrl4b"
"fs-182","rec-4839-org","0.999983012676239","link","febrl4a"
"fs-182","rec-4839-dup-0","0.999983012676239","link","febrl4b"
"fs-183","rec-3812-org","0.999983012676239","link","febrl4a"
"fs-183","rec-3812-dup-0","0.999983012676239","link","febrl4b"
"fs-184","rec-3367-org","0.999983012676239","link","febrl4a"
"fs-184","rec-3367-dup-0","0.999983012676239","link","febrl4b"
"fs-185","rec-3044-org","0.999983012676239","link","febrl4a"
"fs-185","rec-3044-dup-0","0.999983012676239","link","febrl4b"
"fs-186","rec-2762-org","0.999983012676239","link","febrl4a"
"fs-186","rec-2762-dup-0","0.999983012676239","link","febrl4b"
"fs-187","rec-1736-org","0.999983012676239","link","febrl4a"
"fs-187","rec-1736-dup-0","0.999983012676239","link","febrl4b"
"fs-188","rec-1649-org","0.999983012676239","link","febrl4a"
"fs-188","rec-1649-dup-0","0.999983012676239","link","febrl4b"
"fs-189","rec-1150-org","0.999983012676239","link","febrl4a"
"fs-189","rec-1150-dup-0","0.999983012676239","link","febrl4b"
"fs-190","rec-886-org","0.9999829530715942","link","febrl4a"
"fs-190","rec-886-dup-0","0.9999829530715942","link","febrl4b"
"fs-191","rec-830-org","0.9999829530715942","link","febrl4a"
"fs-191","rec-830-dup-0","0.9999829530715942","link","febrl4b"
"fs-192","rec-4230-org","0.9999829530715942","link","febrl4a"
"fs-192","rec-4230-dup-0","0.9999829530715942","link","febrl4b"
"fs-193","rec-3676-org","0.9999829530715942","link","febrl4a"
"fs-193","rec-3676-dup-0","0.9999829530715942","link","febrl4b"
"fs-194","rec-2730-org","0.9999829530715942","link","febrl4a"
"fs-194","rec-2730-dup-0","0.9999829530715942","link","febrl4b"
"fs-195","rec-1914-org","0.9999829530715942","link","febrl4a"
"fs-195","rec-1914-dup-0","0.9999829530715942","link","febrl4b"
"fs-196","rec-619-org","0.9999828934669495","link","febrl4a"
"fs-196","rec-619-dup-0","0.9999828934669495","link","febrl4b"
"fs-197","rec-4914-org","0.9999828934669495","link","febrl4a"
"fs-197","rec-4914-dup-0","0.9999828934669495","link","febrl4b"
"fs-198","rec-4543-org","0.9999828934669495","link","febrl4a"
"fs-198","rec-4543-dup-0","0.9999828934669495","link","febrl4b"
"fs-199","rec-3794-org","0.9999828934669495","link","febrl4a"
"fs-199","rec-3794-dup-0","0.9999828934669495","link","febrl4b"
"fs-200","rec-3201-org","0.9999828934669495","link","febrl4a"
"fs-200","rec-3201-dup-0","0.9999828934669495","link","febrl4b"
"fs-201","rec-3025-org","0.9999828934669495","link","febrl4a"
"fs-201","rec-3025-dup-0","0.9999828934669495","link","febrl4b"
"fs-202","rec-2849-org","0.9999828934669495","link","febrl4a"
"fs-202","rec-2849-dup-0","0.9999828934669495","link","febrl4b"
"fs-203","rec-281-org","0.9999828934669495","link","febrl4a"
"fs-203","rec-281-dup-0","0.9999828934669495","link","febrl4b"
"fs-204","rec-250-org","0.9999828934669495","link","febrl4a"
"fs-204","rec-250-dup-0","0.9999828934669495","link","febrl4b"
"fs-205","rec-679-org","0.9999828338623047","link","febrl4a"
"fs-205","rec-679-dup-0","0.9999828338623047","link","febrl4b"
"fs-206","rec-4899-org","0.9999828338623047","link","febrl4a"
"fs-206","rec-4899-dup-0","0.9999828338623047","link","febrl4b"
"fs-207","rec-4438-org","0.9999828338623047","link","febrl4a"
"fs-207","rec-4438-dup-0","0.9999828338623047","link","febrl4b"
"fs-208","rec-4086-org","0.9999828338623047","link","febrl4a"
"fs-208","rec-4086-dup-0","0.9999828338623047","link","febrl4b"
"fs-209","rec-3305-org","0.9999828338623047","link","febrl4a"
"fs-209","rec-3305-dup-0","0.9999828338623047","link","febrl4b"
"fs-210","rec-3116-org","0.9999828338623047","link","febrl4a"
