"block_id","record_id"
"143","febrl3-rec-1217-dup-2"
"144","febrl3-rec-1217-dup-0"
"144","febrl3-rec-1630-dup-0"
"145","febrl3-rec-1217-dup-0"
"145","febrl3-rec-143-org"
"146","febrl3-rec-1217-dup-0"
"146","febrl3-rec-1252-dup-1"
"147","febrl3-rec-1217-dup-0"
"147","febrl3-rec-826-org"
"148","febrl3-rec-1830-dup-2"
"148","febrl3-rec-1947-dup-4"
"149","febrl3-rec-1830-dup-2"
"149","febrl3-rec-1947-dup-3"
"150","febrl3-rec-1830-dup-2"
"150","febrl3-rec-1830-org"
"151","febrl3-rec-1830-dup-2"
"151","febrl3-rec-1947-org"
"152","febrl3-rec-1830-dup-2"
"152","febrl3-rec-1947-dup-0"
"153","febrl3-rec-1830-dup-2"
"153","febrl3-rec-1947-dup-2"
"154","febrl3-rec-1830-dup-2"
"154","febrl3-rec-1947-dup-1"
"155","febrl3-rec-208-org"
"155","febrl3-rec-523-org"
"156","febrl3-rec-32-dup-0"
"156","febrl3-rec-961-org"
"157","febrl3-rec-32-dup-0"
"157","febrl3-rec-32-org"
"158","febrl3-rec-729-dup-0"
"158","febrl3-rec-729-org"
"159","febrl3-rec-856-dup-0"
"159","febrl3-rec-856-org"
"160","febrl3-rec-1128-org"
"160","febrl3-rec-530-dup-1"
"161","febrl3-rec-1128-org"
"161","febrl3-rec-530-org"
"162","febrl3-rec-1128-org"
"162","febrl3-rec-530-dup-0"
"163","febrl3-rec-1128-org"
"163","febrl3-rec-1461-org"
"164","febrl3-rec-365-dup-1"
"164","febrl3-rec-582-dup-2"
"165","febrl3-rec-365-dup-1"
"165","febrl3-rec-559-dup-3"
"166","febrl3-rec-365-dup-1"
"166","febrl3-rec-582-dup-3"
"167","febrl3-rec-365-dup-1"
"167","febrl3-rec-582-dup-4"
"168","febrl3-rec-365-dup-1"
"168","febrl3-rec-559-dup-1"
"169","febrl3-rec-365-dup-1"
"169","febrl3-rec-804-dup-2"
"170","febrl3-rec-365-dup-1"
"170","febrl3-rec-804-org"
"171","febrl3-rec-365-dup-1"
"171","febrl3-rec-804-dup-3"
"172","febrl3-rec-365-dup-1"
"172","febrl3-rec-804-dup-1"
"173","febrl3-rec-365-dup-1"
"173","febrl3-rec-559-dup-0"
"174","febrl3-rec-365-dup-1"
"174","febrl3-rec-582-org"
"175","febrl3-rec-365-dup-1"
"175","febrl3-rec-365-org"
"176","febrl3-rec-365-dup-1"
"176","febrl3-rec-606-org"
"177","febrl3-rec-365-dup-1"
"177","febrl3-rec-582-dup-0"
"178","febrl3-rec-365-dup-1"
"178","febrl3-rec-582-dup-1"
"179","febrl3-rec-365-dup-1"
"179","febrl3-rec-559-org"
"180","febrl3-rec-365-dup-1"
"180","febrl3-rec-559-dup-2"
"181","febrl3-rec-365-dup-1"
"181","febrl3-rec-804-dup-4"
"182","febrl3-rec-365-dup-1"
"182","febrl3-rec-804-dup-0"
"183","febrl3-rec-885-dup-1"
"183","febrl3-rec-885-org"
"184","febrl3-rec-885-dup-1"
"184","febrl3-rec-885-dup-2"
"185","febrl3-rec-885-dup-1"
"185","febrl3-rec-885-dup-3"
"186","febrl3-rec-885-dup-1"
"186","febrl3-rec-885-dup-4"
"187","febrl3-rec-642-dup-2"
"187","febrl3-rec-879-dup-1"
"188","febrl3-rec-642-dup-2"
"188","febrl3-rec-827-org"
"189","febrl3-rec-642-dup-2"
"189","febrl3-rec-879-dup-3"
"190","febrl3-rec-642-dup-2"
"190","febrl3-rec-642-dup-3"
"191","febrl3-rec-642-dup-2"
"191","febrl3-rec-879-dup-2"
"192","febrl3-rec-642-dup-2"
"192","febrl3-rec-642-org"
"193","febrl3-rec-642-dup-2"
"193","febrl3-rec-879-dup-0"
"194","febrl3-rec-642-dup-2"
"194","febrl3-rec-642-dup-4"
"195","febrl3-rec-642-dup-2"
"195","febrl3-rec-879-org"
"196","febrl3-rec-642-dup-2"
"196","febrl3-rec-879-dup-4"
"197","febrl3-rec-854-dup-0"
"197","febrl3-rec-854-org"
"198","febrl3-rec-421-dup-3"
"198","febrl3-rec-421-org"
"199","febrl3-rec-421-dup-3"
"199","febrl3-rec-421-dup-4"
"200","febrl3-rec-1560-dup-2"
"200","febrl3-rec-276-org"
"201","febrl3-rec-1560-dup-2"
"201","febrl3-rec-1560-dup-3"
"202","febrl3-rec-1560-dup-2"
"202","febrl3-rec-1560-dup-4"
"203","febrl3-rec-1560-dup-2"
"203","febrl3-rec-1560-org"
"204","febrl3-rec-1929-dup-1"
"204","febrl3-rec-865-dup-0"
"205","febrl3-rec-1929-dup-1"
"205","febrl3-rec-1929-org"
"206","febrl3-rec-1929-dup-1"
"206","febrl3-rec-865-org"
"207","febrl3-rec-1693-dup-1"
"207","febrl3-rec-1824-org"
"208","febrl3-rec-1693-dup-1"
"208","febrl3-rec-1693-org"
"209","febrl3-rec-665-dup-0"
"209","febrl3-rec-665-org"
"210","febrl3-rec-1057-dup-2"
"210","febrl3-rec-125-dup-1"
"211","febrl3-rec-1057-dup-2"
"211","febrl3-rec-732-dup-1"
"212","febrl3-rec-1057-dup-2"
"212","febrl3-rec-125-org"
"213","febrl3-rec-1057-dup-2"
"213","febrl3-rec-1680-dup-1"
"214","febrl3-rec-1057-dup-2"
"214","febrl3-rec-732-dup-2"
"215","febrl3-rec-1057-dup-2"
"215","febrl3-rec-1583-org"
"216","febrl3-rec-1057-dup-2"
"216","febrl3-rec-857-org"
"217","febrl3-rec-1057-dup-2"
"217","febrl3-rec-732-dup-0"
"218","febrl3-rec-1057-dup-2"
"218","febrl3-rec-125-dup-0"
"219","febrl3-rec-1057-dup-2"
"219","febrl3-rec-1680-org"
"220","febrl3-rec-1057-dup-2"
"220","febrl3-rec-1057-org"
"221","febrl3-rec-1057-dup-2"
"221","febrl3-rec-125-dup-3"
"222","febrl3-rec-1057-dup-2"
"222","febrl3-rec-732-org"
"223","febrl3-rec-1057-dup-2"
"223","febrl3-rec-1680-dup-0"
"224","febrl3-rec-1057-dup-2"
"224","febrl3-rec-125-dup-2"
"225","febrl3-rec-561-dup-1"
"225","febrl3-rec-561-org"
"226","febrl3-rec-540-dup-2"
"226","febrl3-rec-607-dup-1"
"227","febrl3-rec-540-dup-2"
"227","febrl3-rec-540-dup-3"
"228","febrl3-rec-540-dup-2"
"228","febrl3-rec-607-dup-0"
"229","febrl3-rec-540-dup-2"
"229","febrl3-rec-607-org"
"230","febrl3-rec-540-dup-2"
"230","febrl3-rec-540-dup-4"
"231","febrl3-rec-540-dup-2"
"231","febrl3-rec-540-org"
"232","febrl3-rec-540-dup-2"
"232","febrl3-rec-607-dup-2"
"233","febrl3-rec-636-dup-3"
"233","febrl3-rec-636-org"
"234","febrl3-rec-636-dup-3"
"234","febrl3-rec-636-dup-4"
"235","febrl3-rec-918-dup-1"
"235","febrl3-rec-918-dup-3"
"236","febrl3-rec-918-dup-1"
"236","febrl3-rec-918-org"
"237","febrl3-rec-918-dup-1"
"237","febrl3-rec-918-dup-2"
"238","febrl3-rec-1489-org"
"238","febrl3-rec-1693-dup-1"
"239","febrl3-rec-1489-org"
"239","febrl3-rec-1824-org"
"240","febrl3-rec-1489-org"
"240","febrl3-rec-1693-dup-0"
"241","febrl3-rec-1489-org"
"241","febrl3-rec-1693-org"
"242","febrl3-rec-1489-org"
"242","febrl3-rec-154-org"
"243","febrl3-rec-427-dup-3"
"243","febrl3-rec-427-org"
"244","febrl3-rec-427-dup-3"
"244","febrl3-rec-427-dup-4"
"245","febrl3-rec-15-org"
"245","febrl3-rec-499-org"
"246","febrl3-rec-15-org"
"246","febrl3-rec-780-org"
"247","febrl3-rec-15-org"
"247","febrl3-rec-1788-org"
"248","febrl3-rec-15-org"
"248","febrl3-rec-1788-dup-0"
"249","febrl3-rec-15-org"
"249","febrl3-rec-166-dup-0"
"250","febrl3-rec-15-org"
"250","febrl3-rec-273-org"
"251","febrl3-rec-316-dup-0"
"251","febrl3-rec-316-dup-2"
"252","febrl3-rec-316-dup-0"
"252","febrl3-rec-316-dup-3"
"253","febrl3-rec-316-dup-0"
"253","febrl3-rec-316-org"
"254","febrl3-rec-316-dup-0"
"254","febrl3-rec-316-dup-4"
"255","febrl3-rec-316-dup-0"
"255","febrl3-rec-316-dup-1"
"256","febrl3-rec-1498-dup-0"
"256","febrl3-rec-526-dup-1"
"257","febrl3-rec-1498-dup-0"
"257","febrl3-rec-672-org"
"258","febrl3-rec-1498-dup-0"
"258","febrl3-rec-1498-dup-3"
"259","febrl3-rec-1498-dup-0"
"259","febrl3-rec-526-dup-2"
"260","febrl3-rec-1498-dup-0"
"260","febrl3-rec-1498-org"
"261","febrl3-rec-1498-dup-0"
"261","febrl3-rec-526-org"
"262","febrl3-rec-1498-dup-0"
"262","febrl3-rec-304-org"
"263","febrl3-rec-1498-dup-0"
"263","febrl3-rec-304-dup-0"
"264","febrl3-rec-1498-dup-0"
"264","febrl3-rec-672-dup-0"
"265","febrl3-rec-1498-dup-0"
"265","febrl3-rec-526-dup-0"
"266","febrl3-rec-1498-dup-0"
"266","febrl3-rec-304-dup-2"
"267","febrl3-rec-1498-dup-0"
"267","febrl3-rec-304-dup-1"
"268","febrl3-rec-1498-dup-0"
"268","febrl3-rec-304-dup-3"
"269","febrl3-rec-1498-dup-0"
"269","febrl3-rec-1498-dup-2"
"270","febrl3-rec-1498-dup-0"
"270","febrl3-rec-1498-dup-1"
"271","febrl3-rec-1498-dup-0"
"271","febrl3-rec-1498-dup-4"
"272","febrl3-rec-910-dup-1"
"272","febrl3-rec-910-org"
"273","febrl3-rec-1355-org"
"273","febrl3-rec-188-org"
"274","febrl3-rec-1355-org"
"274","febrl3-rec-188-dup-0"
"275","febrl3-rec-1355-org"
"275","febrl3-rec-1909-org"
"276","febrl3-rec-1648-dup-0"
"276","febrl3-rec-1648-org"
"277","febrl3-rec-1648-dup-0"
"277","febrl3-rec-1648-dup-3"
"278","febrl3-rec-1648-dup-0"
"278","febrl3-rec-1648-dup-2"
"279","febrl3-rec-1648-dup-0"
"279","febrl3-rec-1777-org"
"280","febrl3-rec-1648-dup-0"
"280","febrl3-rec-72-org"
"281","febrl3-rec-1648-dup-0"
"281","febrl3-rec-886-org"
"282","febrl3-rec-1648-dup-0"
"282","febrl3-rec-886-dup-1"
"283","febrl3-rec-1648-dup-0"
"283","febrl3-rec-1648-dup-1"
"284","febrl3-rec-1648-dup-0"
"284","febrl3-rec-886-dup-0"
"285","febrl3-rec-1648-dup-0"
"285","febrl3-rec-1777-dup-0"
"286","febrl3-rec-658-dup-1"
"286","febrl3-rec-658-org"
"287","febrl3-rec-658-dup-1"
"287","febrl3-rec-658-dup-2"
"288","febrl3-rec-1190-dup-1"
"288","febrl3-rec-397-org"
"289","febrl3-rec-1190-dup-1"
"289","febrl3-rec-1285-org"
"290","febrl3-rec-1190-dup-1"
"290","febrl3-rec-397-dup-1"
"291","febrl3-rec-1190-dup-1"
"291","febrl3-rec-1190-org"
"292","febrl3-rec-1190-dup-1"
"292","febrl3-rec-397-dup-0"
"293","febrl3-rec-1190-dup-1"
"293","febrl3-rec-40-org"
"294","febrl3-rec-1876-dup-0"
"294","febrl3-rec-1876-org"
"295","febrl3-rec-1876-dup-0"
"295","febrl3-rec-318-org"
"296","febrl3-rec-1876-dup-0"
"296","febrl3-rec-318-dup-0"
"297","febrl3-rec-1876-dup-0"
"297","febrl3-rec-318-dup-3"
"298","febrl3-rec-1876-dup-0"
"298","febrl3-rec-318-dup-2"
"299","febrl3-rec-1876-dup-0"
"299","febrl3-rec-318-dup-1"
"300","febrl3-rec-1876-dup-0"
"300","febrl3-rec-851-org"
"301","febrl3-rec-305-org"
"301","febrl3-rec-603-org"
"302","febrl3-rec-305-org"
"302","febrl3-rec-596-org"
"303","febrl3-rec-152-org"
"303","febrl3-rec-1742-org"
"304","febrl3-rec-152-org"
"304","febrl3-rec-1742-dup-0"
"305","febrl3-rec-1829-dup-0"
"305","febrl3-rec-1829-dup-1"
"306","febrl3-rec-1829-dup-0"
"306","febrl3-rec-1829-org"
"307","febrl3-rec-1829-dup-0"
"307","febrl3-rec-938-org"
"308","febrl3-rec-805-dup-2"
"308","febrl3-rec-985-dup-1"
"309","febrl3-rec-805-dup-2"
"309","febrl3-rec-985-dup-3"
"310","febrl3-rec-805-dup-2"
"310","febrl3-rec-985-dup-0"
"311","febrl3-rec-805-dup-2"
"311","febrl3-rec-805-org"
"312","febrl3-rec-805-dup-2"
"312","febrl3-rec-805-dup-3"
"313","febrl3-rec-805-dup-2"
"313","febrl3-rec-985-org"
"314","febrl3-rec-805-dup-2"
"314","febrl3-rec-985-dup-4"
"315","febrl3-rec-805-dup-2"
"315","febrl3-rec-985-dup-2"
"316","febrl3-rec-480-dup-1"
"316","febrl3-rec-957-org"
"317","febrl3-rec-480-dup-1"
"317","febrl3-rec-957-dup-0"
"318","febrl3-rec-480-dup-1"
"318","febrl3-rec-480-org"
"319","febrl3-rec-480-dup-1"
"319","febrl3-rec-957-dup-1"
"320","febrl3-rec-1200-dup-2"
"320","febrl3-rec-1204-org"
"321","febrl3-rec-1200-dup-2"
"321","febrl3-rec-1264-org"
"322","febrl3-rec-1200-dup-2"
"322","febrl3-rec-1200-org"
"323","febrl3-rec-1200-dup-2"
"323","febrl3-rec-503-dup-3"
"324","febrl3-rec-1200-dup-2"
"324","febrl3-rec-1200-dup-3"
"325","febrl3-rec-1200-dup-2"
"325","febrl3-rec-1200-dup-4"
"326","febrl3-rec-1200-dup-2"
"326","febrl3-rec-1256-org"
"327","febrl3-rec-618-org"
"327","febrl3-rec-818-org"
"328","febrl3-rec-618-org"
"328","febrl3-rec-818-dup-0"
"329","febrl3-rec-618-org"
"329","febrl3-rec-727-org"
"330","febrl3-rec-618-org"
"330","febrl3-rec-811-org"
"331","febrl3-rec-1368-org"
"331","febrl3-rec-538-dup-0"
"332","febrl3-rec-1368-org"
"332","febrl3-rec-538-org"
"333","febrl3-rec-1368-org"
"333","febrl3-rec-538-dup-1"
"334","febrl3-rec-879-dup-1"
"334","febrl3-rec-879-dup-3"
"335","febrl3-rec-879-dup-1"
"335","febrl3-rec-879-dup-2"
"336","febrl3-rec-879-dup-1"
"336","febrl3-rec-879-org"
"337","febrl3-rec-879-dup-1"
"337","febrl3-rec-879-dup-4"
"338","febrl3-rec-1668-dup-1"
"338","febrl3-rec-1668-dup-3"
"339","febrl3-rec-1668-dup-1"
"339","febrl3-rec-1668-org"
"340","febrl3-rec-1668-dup-1"
"340","febrl3-rec-1668-dup-2"
"341","febrl3-rec-1917-dup-3"
"341","febrl3-rec-4-org"
"342","febrl3-rec-1917-dup-3"
"342","febrl3-rec-964-org"
"343","febrl3-rec-1917-dup-3"
"343","febrl3-rec-1917-org"
"344","febrl3-rec-1917-dup-3"
"344","febrl3-rec-964-dup-0"
"345","febrl3-rec-1917-dup-3"
"345","febrl3-rec-1917-dup-4"
"346","febrl3-rec-1081-dup-1"
"346","febrl3-rec-461-org"
"347","febrl3-rec-1081-dup-1"
"347","febrl3-rec-982-dup-0"
"348","febrl3-rec-1081-dup-1"
"348","febrl3-rec-461-dup-0"
"349","febrl3-rec-1081-dup-1"
"349","febrl3-rec-461-dup-3"
"350","febrl3-rec-1081-dup-1"
"350","febrl3-rec-628-dup-1"
"351","febrl3-rec-1081-dup-1"
"351","febrl3-rec-461-dup-1"
"352","febrl3-rec-1081-dup-1"
"352","febrl3-rec-461-dup-2"
"353","febrl3-rec-1081-dup-1"
"353","febrl3-rec-1081-org"
"354","febrl3-rec-568-org"
"354","febrl3-rec-960-dup-1"
"355","febrl3-rec-568-org"
"355","febrl3-rec-960-org"
"356","febrl3-rec-568-org"
"356","febrl3-rec-960-dup-0"
"357","febrl3-rec-568-org"
"357","febrl3-rec-960-dup-2"
"358","febrl3-rec-568-org"
"358","febrl3-rec-960-dup-3"
"359","febrl3-rec-1333-org"
"359","febrl3-rec-176-dup-3"
"360","febrl3-rec-1333-org"
"360","febrl3-rec-176-dup-0"
"361","febrl3-rec-1333-org"
"361","febrl3-rec-362-dup-2"
"362","febrl3-rec-1333-org"
"362","febrl3-rec-176-org"
"363","febrl3-rec-1333-org"
"363","febrl3-rec-176-dup-1"
"364","febrl3-rec-1333-org"
"364","febrl3-rec-1458-org"
"365","febrl3-rec-1333-org"
"365","febrl3-rec-176-dup-2"
"366","febrl3-rec-368-org"
"366","febrl3-rec-534-org"
"367","febrl3-rec-368-org"
"367","febrl3-rec-534-dup-0"
"368","febrl3-rec-368-org"
"368","febrl3-rec-972-org"
"369","febrl3-rec-368-org"
"369","febrl3-rec-534-dup-1"
"370","febrl3-rec-368-org"
"370","febrl3-rec-972-dup-1"
"371","febrl3-rec-368-org"
"371","febrl3-rec-972-dup-0"
"372","febrl3-rec-1991-dup-3"
"372","febrl3-rec-1991-dup-4"
"373","febrl3-rec-1991-dup-3"
"373","febrl3-rec-597-org"
"374","febrl3-rec-1991-dup-3"
"374","febrl3-rec-51-org"
"375","febrl3-rec-1991-dup-3"
"375","febrl3-rec-1991-org"
"376","febrl3-rec-528-dup-2"
"376","febrl3-rec-528-dup-4"
"377","febrl3-rec-528-dup-2"
"377","febrl3-rec-528-dup-3"
"378","febrl3-rec-528-dup-2"
"378","febrl3-rec-528-org"
